,original,untrusted,plagiarism
1220,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.*; public class L3 {     public static void main(String[] args) {         Scanner sc = new Scanner(System.in);         double berat = 0;         double inci = 0;         double tinggi = 0 ;         double bmi = 0;         double feet = 0;                  System.out.print(""Enter weight in pounds: "");         berat = sc.nextDouble();         System.out.print(""Enter feet: "");         feet = sc.nextDouble();         System.out.print(""Enter inches: "");         inci = sc.nextDouble();          tinggi = feet * 12 + inci;        bmi = berat * 0.45359237                 / ((tinggi * 0.0254) * (tinggi * 0.0254));         System.out.println(""BMI is "" + bmi);         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1221,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.*; public class L4 {     public static double hitBmi(double berat, double tinggi)     {         return berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254));     }     public static void main(String[] args) {         Scanner sc = new Scanner(System.in);         double berat = 0;         double inci = 0;         double tinggi = 0 ;                 double feet = 0;                  System.out.print(""Enter weight in pounds: "");         berat = sc.nextDouble();         System.out.print(""Enter feet: "");         feet = sc.nextDouble();         System.out.print(""Enter inches: "");         inci = sc.nextDouble();          tinggi = feet * 12 + inci;         System.out.println(""BMI is "" + hitBmi(berat,tinggi));         if (hitBmi(berat,tinggi) < 18.5) {             System.out.println(""Underweight"");         } else if (hitBmi(berat,tinggi) < 25) {             System.out.println(""Normal"");         } else if (hitBmi(berat,tinggi) < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1222,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.*; public class L5 {     public static double hitBmi(double berat, double tinggi) {         return berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254));     }     public static void main(String[] args) {         Scanner sc = new Scanner(System.in);         double berat, inci, tinggi, feet = 0;         System.out.print(""Enter weight in pounds: "");         berat = sc.nextDouble();         System.out.print(""Enter feet: "");         feet = sc.nextDouble();         System.out.print(""Enter inches: "");         inci = sc.nextDouble();         tinggi = feet * 12 + inci;         System.out.println(""BMI is "" + hitBmi(berat, tinggi));         if (hitBmi(berat, tinggi) < 18.5) {             System.out.println(""Underweight"");         } else if (hitBmi(berat, tinggi) < 25) {             System.out.println(""Normal"");         } else if (hitBmi(berat, tinggi) < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1223,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.*; public class L6 {     public static double hitBmi(double berat, double tinggi) {         return berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254));     }     public static void main(String[] args) {         Scanner sc = new Scanner(System.in);         double berat, inci, tinggi, feet = 0;         System.out.print(""Enter weight in pounds: "");         berat = sc.nextDouble();         System.out.print(""Enter feet: "");         feet = sc.nextDouble();         System.out.print(""Enter inches: "");         inci = sc.nextDouble();         tinggi = feet * 12 + inci;         System.out.println(""BMI is "" + hitBmi(berat, tinggi));         if (hitBmi(berat, tinggi) < 25 && hitBmi(berat, tinggi) > 18.5) {             System.out.println(""Normal"");         } else if (hitBmi(berat, tinggi) < 30 && hitBmi(berat, tinggi) > 25) {             System.out.println(""Overweight"");         } else if (hitBmi(berat, tinggi) > 30) {             System.out.println(""Obese"");         } else {             System.out.println(""Underweight"");         }     } } ",1
1224,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3 {          public static double hitungTinggi(double feet, double inches) {         return feet * 12 + inches;     }          public static double hitungBmi(double weight, double height) {         return weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254));     }     public static void main(String[] args) {         Scanner input = new Scanner(System.in);                  System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();                  System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();         double height = hitungTinggi(feet, inches);                  double bmi = hitungBmi(weight, height);                  System.out.println(""BMI is "" + bmi);         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1225,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3 {     public static double hitungTinggi(double feet, double inches) {         return feet * 12 + inches;     }          public static double hitungBmi(double weight, double feet, double inches) {         return weight * 0.45359237 / ((hitungTinggi(feet, inches) * 0.0254) * (hitungTinggi(feet, inches) * 0.0254));     }          public static String cekBmi(double bmi) {         if (bmi < 18.5) {             return ""Underweight"";         } else if (bmi < 25) {             return ""Normal"";         } else if (bmi < 30) {             return ""Overweight"";         } else {             return ""Obese"";         }     }     public static void main(String[] args) {         Scanner input = new Scanner(System.in);                  System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();                  System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();                  System.out.println(""BMI is "" + hitungBmi(weight, feet, inches));         System.out.println(cekBmi(hitungBmi(weight, feet, inches)));     } } ",1
1226,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3 {     public static double hitungTinggi(double feet, double inches) {         return feet * 12 + inches;     }          public static double hitungBmi(double weight, double feet, double inches) {         return weight * 0.45359237 / ((hitungTinggi(feet, inches) * 0.0254) * (hitungTinggi(feet, inches) * 0.0254));     }     public static void main(String[] args) {         Scanner input = new Scanner(System.in);                  System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();                  System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();                  double bmi = hitungBmi(weight, feet, inches);                  System.out.println(""BMI is "" + bmi);         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1227,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3 {     public static double hitungTinggi(double feet, double inches) {         return feet * 12 + inches;     }          public static double hitungBmi(double weight, double height) {         return weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254));     }          public static void cekBmi(double bmi) {         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     }     public static void main(String[] args) {         Scanner input = new Scanner(System.in);                  System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();                  System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();                  double bmi = hitungBmi(weight, hitungTinggi(feet, inches));                  System.out.println(""BMI is "" + bmi);         cekBmi(bmi);     } } ",1
1228,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3 {     public static void main(String[] args) {         Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese"");     } } ",1
1229,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L1 {     public static void main(String[] args) {         Scanner input = new Scanner(System.in);         System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();         System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();         double height = feet * 12 + inches;         double bmi = weight * 0.45359237 /((height * 0.0254) * (height * 0.0254));         System.out.println(""BMI is "" + bmi);         if (bmi < 18.5)             System.out.println(""Underweight"");         else if (bmi < 25)             System.out.println(""Normal"");         else if (bmi < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1230,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L2 {     public static void main(String[] args) {         Scanner inp = new Scanner(System.in);         System.out.print(""Enter weight in pounds: "");         double berat = inp.nextDouble();         System.out.print(""Enter feet: "");         double kaki = inp.nextDouble();         System.out.print(""Enter inches: "");         double inch = inp.nextDouble();         double tinggi = kaki * 12 + inch;         double rata = berat * 0.45359237 /((tinggi * 0.0254) * (tinggi * 0.0254));         System.out.println(""BMI is "" + rata);         if (rata < 18.5)             System.out.println(""Underweight"");         else if (rata < 25)             System.out.println(""Normal"");         else if (rata < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1231,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L3 {     public static void main(String[] args) {         System.out.print(""Enter weight in pounds: "");         Scanner inp = new Scanner(System.in);         double berat = inp.nextDouble();         System.out.print(""Enter feet: "");         double kaki = inp.nextDouble();         System.out.print(""Enter inches: "");         double inch = inp.nextDouble();         double tinggi = kaki * 12 + inch;         double rata = berat * 0.45359237 /((tinggi * 0.0254) * (tinggi * 0.0254));         System.out.println(""BMI is "" + rata);         if (rata < 18.5)             System.out.println(""Underweight"");         else if (rata < 25)             System.out.println(""Normal"");         else if (rata < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1232,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L4 {     public static void main(String[] args) {         System.out.print(""Enter weight in pounds: "");         Scanner inp = new Scanner(System.in);         double berat = inp.nextDouble();         System.out.print(""Enter feet: "");         double kaki = inp.nextDouble();         System.out.print(""Enter inches: "");         double inch = inp.nextDouble();         double tinggi = kaki * 12 + inch;         double rata = hitungBMI(berat, tinggi);         BMIKategori(rata);     }          private static double hitungBMI(double weight, double height){         return weight * 0.45359237 /((height * 0.0254) * (height * 0.0254));     }          private static void BMIKategori(double BMI){         System.out.println(""BMI is "" + BMI);         if (BMI < 18.5)             System.out.println(""Underweight"");         else if (BMI < 25)             System.out.println(""Normal"");         else if (BMI < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1233,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L5 {     public static void main(String[] args) {         System.out.print(""Enter weight in pounds: "");         Scanner inp = new Scanner(System.in);         double berat = inp.nextDouble();         System.out.print(""Enter feet: "");         double kaki = inp.nextDouble();         System.out.print(""Enter inches: "");         double inch = inp.nextDouble();         BMIKategori(hitungBMI(berat, kaki * 12 + inch));     }          private static double hitungBMI(double weight, double height){         return weight * 0.45359237 /((height * 0.0254) * (height * 0.0254));     }          private static void BMIKategori(double BMI){         System.out.println(""BMI is "" + BMI);         if (BMI < 18.5)             System.out.println(""Underweight"");         else if (BMI < 25)             System.out.println(""Normal"");         else if (BMI < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1234,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Kasus3L6 {     public static void main(String[] args) {         System.out.print(""Enter weight in pounds: "");         Scanner inp = new Scanner(System.in);         double berat = inp.nextDouble();         System.out.print(""Enter feet: "");         double kaki = inp.nextDouble();         System.out.print(""Enter inches: "");         double inch = inp.nextDouble();                           BMIKategori(hitungBMI(berat, kaki * 12 + inch));     }     private static double hitungBMI(double weight, double height) {         double temp = height * 0.0254;         return weight * 0.45359237 / (temp * temp);     }     private static void BMIKategori(double BMI) {         System.out.println(""BMI is "" + BMI);         if (BMI > 30) {             System.out.println(""Obese"");         } else if (BMI > 25) {             System.out.println(""Overweight"");         } else if (BMI > 18.5) {             System.out.println(""Normal"");         } else {             System.out.println(""Underweight"");         }     } } ",1
1235,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class L1 {     public static void main(String[] args) {         Scanner input = new Scanner(System.in);         System.out.print(""Enter weight in pounds: "");         double weight = input.nextDouble();         System.out.print(""Enter feet: "");         double feet = input.nextDouble();         System.out.print(""Enter inches: "");         double inches = input.nextDouble();         double height = feet * 12 + inches;         double bmi = weight * 0.45359237                 / ((height * 0.0254) * (height * 0.0254));         System.out.println(""BMI is "" + bmi);         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1236,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Level2 {     public static void main(String[] args) {         Scanner in = new Scanner(System.in);         System.out.print(""Enter weight in pounds: "");         double berat = in.nextDouble();         System.out.print(""Enter feet: "");         double feet = in.nextDouble();         System.out.print(""Enter inches: "");         double inches = in.nextDouble();         double tinggi = feet * 12 + inches;         double bmi = berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254));         System.out.println(""BMI is "" + bmi);         if (bmi < 18.5)             System.out.println(""Underweight"");         else if (bmi < 25)             System.out.println(""Normal"");         else if (bmi < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1237,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Level3 {     public static void main(String[] args) {         Scanner in = new Scanner(System.in);         double berat;         double feet;         double inches;         double tinggi;         double bmi;         System.out.print(""Enter weight in pounds: "");         berat = in.nextDouble();         System.out.print(""Enter feet: "");         feet = in.nextDouble();         System.out.print(""Enter inches: "");         inches = in.nextDouble();         tinggi = feet * 12 + inches;         bmi = berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254));         System.out.println(""BMI is "" + bmi);         if (bmi < 18.5) {             System.out.println(""Underweight"");         } else if (bmi < 25) {             System.out.println(""Normal"");         } else if (bmi < 30) {             System.out.println(""Overweight"");         } else {             System.out.println(""Obese"");         }     } } ",1
1238,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Level5 {          public static void main(String[] args) {         Scanner in = new Scanner(System.in);         double berat = 0;         double feet, inches, tinggi = 0;         System.out.print(""Enter weight in pounds: ""); berat = in.nextDouble();         System.out.print(""Enter feet: ""); feet = in.nextDouble();         System.out.print(""Enter inches: ""); inches = in.nextDouble();                  tinggi = feet * 12 + inches;                  bmi(berat, tinggi);     }          private static void bmi(double weight, double height) {         double bmi = weight * 0.45359237 / Math.pow((height * 0.0254), 2);                  System.out.println(""BMI is "" + bmi);                  if (bmi < 18.5)             System.out.println(""Underweight"");         else if (bmi < 25)             System.out.println(""Normal"");         else if (bmi < 30)             System.out.println(""Overweight"");         else             System.out.println(""Obese"");     } } ",1
1239,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Main {          public static void main(String[] args) {         Scanner sc = new Scanner(System.in);         System.out.print(""Enter weight in pound: "");         double weight = sc.nextDouble();         System.out.print(""Enter feet: "");         double feet = sc.nextDouble();         System.out.print(""Enter inches: "");         double inches = sc.nextDouble();         double height = feet*12+inches;         double bmi = weight*0.45359237/((height*0.0254)*(height*0.0254));         System.out.println(""BMI is ""+bmi);         if(bmi<18.5)         {             System.out.println(""Underweight"");         }         else if(bmi>=18.5 && bmi<25)         {             System.out.println(""Normal"");         }         else if(bmi>=25 && bmi<35)         {             System.out.println(""Overweight"");         }         else         {             System.out.println(""Obese"");         }     }      } ",0
1240,"import java.util.Scanner; public class T3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter weight in pounds: ""); double weight = input.nextDouble(); System.out.print(""Enter feet: ""); double feet = input.nextDouble(); System.out.print(""Enter inches: ""); double inches = input.nextDouble(); double height = feet * 12 + inches; double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); System.out.println(""BMI is "" + bmi); if (bmi < 18.5) System.out.println(""Underweight""); else if (bmi < 25) System.out.println(""Normal""); else if (bmi < 30) System.out.println(""Overweight""); else System.out.println(""Obese""); } } "," import java.util.Scanner; public class Main {     private static double weights,feets,inches,heights,bmi;     public static void main(String[] args) {         Scanner input = new Scanner(System.in);                           System.out.print(""Enter weight in pounds: "");         weights = input.nextDouble();                           System.out.print(""Enter feet: "");         feets = input.nextDouble();         System.out.print(""Enter inches: "");         inches = input.nextDouble();                           heights = feets * 12 + inches;         bmi = weights * 0.45359237         / ((heights * 0.0254) * (heights * 0.0254));         cetak();     }     public static void cetak(){                  System.out.println(""BMI is "" + bmi);          if (bmi >= 30){             System.out.println(""Obese"");         } else if (bmi >= 25) {             System.out.println(""Overweight"");         }else if (bmi >= 18.5) {             System.out.println(""Normal"");         } else {             System.out.println(""Underweight"");         }     } } ",1
